SECTION;AUTO/CV;CATEGORY;FOCUS;NEWS LINK;DATE;ADDITIONAL INFORMATION
Competitor&Partnership;CV;Agriculture;Gessmann;Industrial Vehicle Technology : October 2025;24.10.2025;pg.71-105
Customer;Automotive;Job cuts;Rivian;Rivian Automotive to cut 600 jobs amid EV slowdown - MarkLines Automotive Industry Portal;24.10.2025;
Customer;Automotive;Q3 results;Renault;Renault Group 2025 Q3 revenue up +6.8%2025 financial outlook confirmed - Site media global de Renault Group;24.10.2025;Renault Group reports 6.8% revenue growth in Q3 2025 - MarkLines Automotive Industry Portal
Customer;Automotive;Cyber attack;JLR;JLR cyber-related production pause sends UK car output down 27% - Just Auto;24.10.2025;
Customer;CV;Construction;JCB;JCB commits £100 million to new UK factory - Construction Briefing;24.10.2025;
News&Trends;Automotive;NEV Sales 2040;China;China unveils roadmap for 85% passenger NEV sales - Chinadaily.com.cn;24.10.2025;
Competitor&Partnership;Automotive;Partial stake sale;Brose;Brose Fahrzeugteile reportedly exploring partial stake sale;23.10.2025;
Customer;Automotive;E-Macan;Porsche;Powerful and engaging: Porsche launches the first all-electric Macan GTS - Porsche Newsroom;23.10.2025;Porsche unveiled new all-electric Macan GTS - MarkLines Automotive Industry Portal
Customer;CV;Construction ;Sany;Sany Heavy Industry targets $1.6bn in Hong Kong listing to fund global expansion - Construction Briefing;23.10.2025;
Customer;Automotive;Europe compact;BYD;BYD announces ‘super hybrid’ compact SUB for Europe in 2026 - Just Auto;23.10.2025;
Customer;Automotive;Autonomous Escalad;GM;GM sets 2028 launch for fully autonomous Escalade IQ;23.10.2025;
Customer;Automotive;Profit down;Tesla;Tesla profit slumps 35% despite record quarterly revenue;23.10.2025;
Customer;Automotive;D19 SUV;Leapmotor;Leapmotor introduces new D19 flagship SUV - Just Auto;23.10.2025;
Competitor&Partnership;CV;Agriculture;Isri;ISRINGHAUSEN presents new ISRI Ti seat family at Agritechnica 2025 | LECTURA Press;22.10.2025;
Customer;CV;Agriculture;Manitou;Manitou Group Unveils Agricultural Innovations at Agritechnica 2025 | LECTURA Press;22.10.2025;
Customer;Automotive;Future products;Changan;Changan Auto to introduce route-flying car in 2030 - MarkLines Automotive Industry Portal;22.10.2025;
Customer;Automotive;Outlook;GM;General Motors net income slumps 57% in Q3;22.10.2025;
Customer;Automotive;Chip supply issue;VW;VW denies chip supply issues as production pauses planned - Just Auto;22.10.2025;
News&Trends;Automotive;Propulsion system;Europe ;Western Europe's diesel share slipped to below 10% for the first time in September - GlobalData - Just Auto;22.10.2025;
Competitor&Partnership;Automotive;Q3 results;Forvia;Third-Quarter 2025 Sales | FORVIA;21.10.2025;FORVIA - AG 2025
Competitor&Partnership;Automotive;Strategic Partnership;FAW Jifeng;FAW Jiefang, LGMG forge strategic partnership - MarkLines Automotive Industry Portal;21.10.2025;
Customer;CV;Construction;Volvo;Volvo Construction Equipment Shows Consistent Profitability Despite Market Pressures in Q3 2025 : CEG;21.10.2025;Volvo CE sales inch up 1%, driven by Europe - Construction Briefing
Customer;Automotive;Q3 results;Volvo;Volvo Group profit declines 11% to Skr12.1bn in Q3;21.10.2025;
Customer;Automotive;Brazil plant;BYD;BYD expects to increase market share in Brazil thanks to local production - MarkLines Automotive Industry Portal;21.10.2025;
Customer;Automotive;Global development plan;Li Auto;Li Auto establishes headquarters outside of Chinese mainland in Hong Kong for global development planning - MarkLines Automotive Industry Portal;21.10.2025;
Customer;Automotive;Crafter-Polan;VW;Volkswagen to expand Poland facility for all electric Crafter production;21.10.2025;
News&Trends;CV;Railway;Seat developments;Railway Interiors International : 2025;21.10.2025;
News&Trends;CV;Truck;Europe;European organisations warn against disruptive zero-emission truck mandates | IRU | World Road Transport Organisation;21.10.2025;
News&Trends;CV;Truck;Class 8 Sales;September Class 8 Truck Sales Fall 25% From Year-Ago Period - TT;21.10.2025;
News&Trends;Automotive;Outlook;Global;Global vehicle market up 5% so far this year - GlobalData - Just Auto;21.10.2025;
News&Trends;CV;Construction;Sales;Global construction equipment sales are still faltering. When will they recover? - Construction Briefing;21.10.2025;
News&Trends;Automotive;Outlook;October ;October 2025 Light Vehicle Production Forecast | LinkedIn;21.10.2025;
News&Trends;Automotive;Electrification;China;China announces 3-year plan to strengthen EV charging - Just Auto;21.10.2025;
News&Trends;CV;Truck;Tariffs;Trump issues 25% tariff on trucks and parts, extends 3.75% parts offset on automobiles - MarkLines Automotive Industry Portal;21.10.2025;
Customer;CV;Truck;Scania;Scania opens third global industrial hub in China;17.10.2025;
News&Trends;CV;Bus;Trends;How Europe's OEMs can lead in the zero emission bus market | McKinsey;17.10.2025;
News&Trends;Automotive;Electrification;Germany-Tax exemption;Germany extends vehicle tax exemption for EVs until 2035 - MarkLines Automotive Industry Portal;17.10.2025;
Competitor&Partnership;Automotive;Seating;Yanfeng;https://www.linkedin.com/posts/yanfeng-global_yanfeng-insidexim25-experienceinmotion-activity-7384553188957396992-6KAh?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;16.10.2025;
Customer;Automotive;New plant-Spain;BYD;BYD favours Spain for possible third European assembly plant;16.10.2025;
Customer;Automotive;Concept Hipster;Dacia;Hipster Concept: 100% elektrisch, erschwinglich und verantwortungsbewusst;16.10.2025;
News&Trends;Automotive;Chip supply ;Nexperia;ACEA calls for quick resolution to critical chip supply shortage - ACEA - European Automobile Manufacturers' Association;16.10.2025;
Competitor&Partnership;Automotive;Seating;Forvia;FORVIA to supply IM Motors with innovative mechanical massage solution for automotive seats | FORVIA;15.10.2025;FORVIA to supply its Zen Massage Seat system to new IM LS9 SUV - MarkLines Automotive Industry Portal
News&Trends;CV;Bus;Exhibition;Connect;15.10.2025;
News&Trends;Automotive;Consumer insights;China;Chinese EV market: Auto consumer insights 2025 | McKinsey;15.10.2025;
Competitor&Partnership;Automotive;3D Print seat;Oecshler;https://www.linkedin.com/posts/oechsler-ag-ansbach_oechsler-x-kia-innovative-3d-printed-activity-7381961627522318336-mp0o?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;14.10.2025;
Customer;CV;Utility;John Deere;Charged EVs | John Deere introduces all-electric Gator GX and GX Crew utility vehicles - Charged EVs;14.10.2025;
Customer;Automotive;Concept Vision Iconic;Mercedes-Benz;https://www.linkedin.com/posts/mercedes-benz_ag_mercedesbenz-activity-7383774425235574784-guTo?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;14.10.2025;Connect
News&Trends;Automotive;Incentives;Europe-Launch 2027;German government coalition agrees on EV subsidies for low and middle incomes - electrive.com;14.10.2025;
News&Trends;Automotive;Incentives;China;China adjusts 2026-2027 technical requirements for NEVs eligible for vehicle purchase tax exemption, reduction - MarkLines Automotive Industry Portal;14.10.2025;
News&Trends;CV;Construction;Global crane market;https://www.cranebriefing.com/8086509.article;14.10.2025;
News&Trends;CV;Construction;China;Exports and domestic sales of Chinese excavators and loaders surge - Construction Briefing;14.10.2025;
Competitor&Partnership;Automotive/CV;Hyundai-Kia;Forvia;FORVIA selected by Hyundai-KIA to supply seating comfort solutions outside Korea for the first time | FORVIA;13.10.2025;
Competitor&Partnership;Automotive;Autoliv collaboration-zero gravity;Adient;https://www.linkedin.com/posts/autoliv_a-pioneering-collaboration-between-autoliv-activity-7383479304581464064-QKkK?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;13.10.2025;
Customer;CV;Agriculture;Mahindra;Mahindra says there is no plan for demerger of auto & tractor businesses - The Economic Times;13.10.2025;
Customer;CV;Truck/Bus;Traton;TRATON GROUP reports a decline in unit sales to 71 | TRATON;13.10.2025;
Customer;CV;Construction;Hitachi;Hitachi Construction Machinery Signs Agreement with Rio Tinto Regarding the Development of Remote Operation Technologies for Ultra-Large Hydraulic Excavators - Hitachi Construction Machinery;13.10.2025;
Customer;Automotive;Q3 results;VW;Volkswagen Group increases global deliveries to 6.6 million vehicles by the end of September | Volkswagen Group;13.10.2025;
Customer;Automotive;Inception concept;Peugeot;Peugeot showcases Inception concept car for first time in Spain at “History of Design” exhibition - MarkLines Automotive Industry Portal;13.10.2025;
News&Trends;Automotive/CV;Commodity;Steel Market;https://www.spglobal.com/market-intelligence/en/news-insights/research/2025/09/steel-market-trends-projections-2025-2026;13.10.2025;
News&Trends;CV;Construction;Machine sales;Concern for construction machine sales | Global Highways;13.10.2025;
News&Trends;Automotive/CV;VDMA;Machinery industry;Industrial crisis in Germany cripples machinery industry - vdma.eu - VDMA;13.10.2025;
Competitor&Partnership;CV;Bus;Compin Fainsa;https://www.linkedin.com/posts/ufubo_marcopolo-sa-ugcPost-7382077956728279040-HVOq?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;10.10.2025;
Customer;Automotive;Hungary plant expansion;Mercedes-Benz;Mercedes-Benz turns Hungary into European production hub;10.10.2025;
Customer;Automotive;Electrification;Ferrari;Ferrari trims EV target, sets sights on €9bn revenue by 2030 ;10.10.2025;
Customer;Automotive;Expansion North Africa;Xpeng;Xpeng expands further into North Africa - Just Auto;10.10.2025;
Customer;Automotive;Q3 results;GM;GM posts 10% rise in China Q3 deliveries  ;10.10.2025;
Competitor&Partnership;CV;Bus;United Seats;https://www.linkedin.com/posts/unitedseats-seating-manufacturer_driver-seats-eblo-activity-7376187489218367488-501w?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;09.10.2025;
News&Trends;Automotive;Chinese OEMs;Overseas expansion;Chinese EV makers ramping up overseas expansion;09.10.2025;
Competitor&Partnership;CV;Bus;Isri;https://www.linkedin.com/posts/isri-de_wir-sind-diese-woche-auf-der-busworld-exhibitions-activity-7381627343871610880-Tizo?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;08.10.2025;https://www.linkedin.com/posts/aunde-group_busworld2025-aundegroup-textileinnovation-activity-7381987691661340672-uWPM?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY
Competitor&Partnership;CV;Bus;Aunde;https://www.linkedin.com/posts/martina-k%C3%B6gler-43329029a_simplysustainable-mantruckandbus-designforfuturemobility-ugcPost-7381629892775428096-Stts?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;08.10.2025;
Customer;Automotive;Reduced outlook ;BMW;BMW Group adjusts outlook for 2025;08.10.2025;BMW trims 2025 outlook as China demand lags and US tariffs bite 
Customer;Automotive;Sales decline;Mercedes-Benz;Mercedes-Benz posts 12% Q3 car sales decline;08.10.2025;
Customer;Automotive;Restructuring;Stellantis;https://www.just-auto.com/news/stellantis-makes-extensive-management-changes/;08.10.2025;
News&Trends;CV;Truck;Tariffs;Trump announces new 25% tariff on medium- and heavy-duty trucks - MarkLines Automotive Industry Portal;08.10.2025;
News&Trends;Automotive;Sales;Europe;Western Europe's car market saw promising results in September - GlobalData - Just Auto;08.10.2025;Europe's car market up 9% in September - GlobalData - Just Auto
News&Trends;CV;Construction;Market uncertainty;https://www.constructionbriefing.com/news/uncertainty-threatens-25-trillion-of-global-construction-activity/8086149.article;08.10.2025;
News&Trends;CV;Construction;Tariffs;New analysis: US steel tariffs push construction equipment prices up across the board - Construction Briefing;08.10.2025;
News&Trends;CV;Construction;Magazine ;International Construction Magazine September - October - Construction Briefing;08.10.2025;pg19-global market outlook, pg.47 Europe outlook
News&Trends;Automotive/CV;Imports;European steel;ACEA reaction to the proposal for continued measures on European steel imports;08.10.2025;
Customer;Automotive;Electrification;Nissan;Nissan cancels EV production plans in the US - electrive.com;07.10.2025;
Customer;Automotive;Sustainability;Mercedes-Benz;Mercedes-Benz to integrate sustainable aluminium in EV production;07.10.2025;
News&Trends;Automotive;Electrification;Norway;98.3% BEV: Norway records highest monthly share of electric vehicles - electrive.com;07.10.2025;
News&Trends;CV;Offroad;Europe;50% Tariff Turns European Machinery into Gold | Power Systems Research;07.10.2025;
Competitor&Partnership;Automotive/CV;India expansion;Forvia;Forvia Eyes Rs 10,000 Crore India Revenue with Rs 2,000 Crore Investment Plan | Autocar Professional;06.10.2025;Post | LinkedIn
Customer;Automotive;Job cuts;Renault;Renault targets 3,000 job cuts in support functions amid cost-saving measures;06.10.2025;
Customer;CV;Agriculture;Mahindra;Mahindra Farm Equipment Business sells 64,946 Tractor Units in September 2025. Records 50% Growth in Domestic Sales.;06.10.2025;
Customer;CV;Construction;Bobcat;Bobcat to unveil new E17 and E20 compact excavators at The Utility Expo;06.10.2025;
Customer;CV;Agriculture;Zoomlion;ZOOMLION Launches World’s Most Powerful Hybrid Wheeled Tractor DX7004;06.10.2025;
Customer;CV;Material Handling;Jungheinrich;New Forklift Brand Launched - Logistics News;06.10.2025;
Customer;Automotive;Cayenne interior;Porsche;Five things to know about the new Porsche Cayenne’s fresh interior | Top Gear;06.10.2025;The Cayenne Electric showcases the Porsche interior of the future - Porsche Newsroom
News&Trends;Automotive;Sales;China;China retains market growth amid 'volume to value' shift - GlobalData - Just Auto;06.10.2025;
News&Trends;CV;Agriculture;Sales;Agricultural machinery industry hopes for a rebound in sales - vdma.eu - VDMA;06.10.2025;
News&Trends;CV;Offroad;Export;Brazil increases machinery exports by 33.6%;06.10.2025;
News&Trends;CV;Agriculture;China;Smart agritech machinery drives China's push toward modern agriculture -Xinhua;06.10.2025;
News&Trends;CV;Truck;Potential MHCV Tariffs;Connect;06.10.2025;
Competitor&Partnership;Automotive;Seating;Adient;U.S. Company Adient Bets on Chongqing as Launchpad for Next-Gen Automotive Seats | Insights | ichongqing;02.10.2025;
Competitor&Partnership;Automotive;Sustainability;Elmo;Innovative sustainable leather: Elmo's cutting-edge solutions for the automotive industry;02.10.2025;
Competitor&Partnership;CV;Agriculture;Rafi;Rafi to highlight host of new technologies at Agritechnica | Industrial Vehicle Technology International;02.10.2025;
Customer;Automotive;Hungary plant ix3;BMW;BMW opens new Hungarian plant for series production of BMW iX3;02.10.2025;
Customer;Automotive;Sustainability;Porsche;Pilot project turns end-of-life vehicle waste into new plastics for Porsche components | Automotive Interiors World;02.10.2025;
Customer;Automotive;Sustainability;Cupra;INTERVIEW: Combining performance and sustainability with Bcomp’s flax fiber in Cupra’s Tindaya | Automotive Interiors World;02.10.2025;
News&Trends;CV;Offroad;Outlook;Industries Weathering Policy Aftershocks, but Weak Fundamentals Likely Continuing Into 2026 | OEM Off-Highway;02.10.2025;
News&Trends;CV;Ergonomie;Driver comfort;NewTerritory study finds driver well-being and comfort are top priority for commercial vehicle drivers | Automotive Interiors World;02.10.2025;
